relpath,caption,key,bpm,mood,ckz
Cymatics_Gems_Ultimate_Edition_Vol_1_Pt_1/Ethnic/Cymatics - Gems Ethnic Loop - Zodiac - 126 BPM A Min.wav,Cymatics - Gems Ethnic Loop - Zodiac - 126 BPM A Min,,,,False
Cymatics_Gems_Ultimate_Edition_Vol_1_Pt_1/R&B/Cymatics - Gems R&B Loop - Astro - 117 BPM F# Min.wav,Cymatics - Gems R&B Loop - Astro - 117 BPM F# Min,,,,False
Cymatics_Gems_Ultimate_Edition_Vol_1_Pt_1/R&B/Cymatics - Gems R&B Loop - Don_t Leave - 161 BPM F# Min.wav,Cymatics - Gems R&B Loop - Don_t Leave - 161 BPM F# Min,,,,False
Cymatics_Gems_Ultimate_Edition_Vol_1_Pt_1/R&B/Cymatics - Gems R&B Loop - Don_t Trust You - 136 BPM C Min.wav,Cymatics - Gems R&B Loop - Don_t Trust You - 136 BPM C Min,,,,False
Cymatics_Gems_Ultimate_Edition_Vol_1_Pt_1/R&B/Cymatics - Gems R&B Loop - Fanciest - 105 BPM F# Min.wav,Cymatics - Gems R&B Loop - Fanciest - 105 BPM F# Min,,,,False
Cymatics_Gems_Ultimate_Edition_Vol_1_Pt_1/R&B/Cymatics - Gems R&B Loop - Habits - 103 BPM D Min.wav,Cymatics - Gems R&B Loop - Habits - 103 BPM D Min,,,,False
Cymatics_Gems_Ultimate_Edition_Vol_1_Pt_1/R&B/Cymatics - Gems R&B Loop - Lighten Up - 116 BPM D# Min.wav,Cymatics - Gems R&B Loop - Lighten Up - 116 BPM D# Min,,,,False
Cymatics_Gems_Ultimate_Edition_Vol_1_Pt_1/R&B/Cymatics - Gems R&B Loop - Lust - 92 BPM F Min.wav,Cymatics - Gems R&B Loop - Lust - 92 BPM F Min,,,,False
Cymatics_Gems_Ultimate_Edition_Vol_1_Pt_1/R&B/Cymatics - Gems R&B Loop - Moments - 109 BPM E Min.wav,Cymatics - Gems R&B Loop - Moments - 109 BPM E Min,,,,False
Cymatics_Gems_Ultimate_Edition_Vol_1_Pt_1/R&B/Cymatics - Gems R&B Loop - Nobody - 150 BPM F# Min.wav,Cymatics - Gems R&B Loop - Nobody - 150 BPM F# Min,,,,False
Cymatics_Gems_Ultimate_Edition_Vol_1_Pt_1/R&B/Cymatics - Gems R&B Loop - Rewind Time - 110 BPM D Min.wav,Cymatics - Gems R&B Loop - Rewind Time - 110 BPM D Min,,,,False
Cymatics_Gems_Ultimate_Edition_Vol_1_Pt_1/R&B/Cymatics - Gems R&B Loop - Rose - 109 BPM C Min.wav,Cymatics - Gems R&B Loop - Rose - 109 BPM C Min,,,,False
Cymatics_Gems_Ultimate_Edition_Vol_1_Pt_1/R&B/Cymatics - Gems R&B Loop - The City - 140 BPM F# Min.wav,Cymatics - Gems R&B Loop - The City - 140 BPM F# Min,,,,False
Cymatics_Gems_Ultimate_Edition_Vol_1_Pt_1/R&B/Cymatics - Gems R&B Loop - Tomorrow - 115 BPM F# Min.wav,Cymatics - Gems R&B Loop - Tomorrow - 115 BPM F# Min,,,,False
Cymatics_Gems_Ultimate_Edition_Vol_1_Pt_1/R&B/Cymatics - Gems R&B Loop - Vermillion - 130 BPM F Min.wav,Cymatics - Gems R&B Loop - Vermillion - 130 BPM F Min,,,,False
Cymatics_Gems_Ultimate_Edition_Vol_1_Pt_1/R&B/Cymatics - Gems R&B Loop - Vertical - 140 BPM A# Min.wav,Cymatics - Gems R&B Loop - Vertical - 140 BPM A# Min,,,,False
Cymatics_Gems_Ultimate_Edition_Vol_1_Pt_1/R&B/Cymatics - Gems R&B Loop - Voices - 140 BPM B Min.wav,Cymatics - Gems R&B Loop - Voices - 140 BPM B Min,,,,False
Cymatics_Gems_Ultimate_Edition_Vol_1_Pt_1/R&B/Cymatics - Gems R&B Loop - Want Your Love - 140 BPM F# Min.wav,Cymatics - Gems R&B Loop - Want Your Love - 140 BPM F# Min,,,,False
Cymatics_Gems_Ultimate_Edition_Vol_1_Pt_1/R&B/Cymatics - Gems R&B Loop - Without U - 107 BPM G Min.wav,Cymatics - Gems R&B Loop - Without U - 107 BPM G Min,,,,False
Cymatics_Gems_Ultimate_Edition_Vol_1_Pt_1/R&B/Cymatics - Gems R&B Loop - Yearn - 120 BPM D Min.wav,Cymatics - Gems R&B Loop - Yearn - 120 BPM D Min,,,,False
Cymatics_Gems_Ultimate_Edition_Vol_1_Pt_1/R&B/Cymatics - Gems R&B Loop - Your Smile - 164 BPM D# Min.wav,Cymatics - Gems R&B Loop - Your Smile - 164 BPM D# Min,,,,False
Cymatics_Gems_Vol_1_Trap_Melodies/Cymatics Gems Vol 1 - Animal - 136 BPM C Min.wav,Cymatics Gems Vol 1 - Animal - 136 BPM C Min,,,,False
Cymatics_Gems_Vol_1_Trap_Melodies/Cymatics Gems Vol 1 - Armed N Dangerous - 129 BPM G Min.wav,Cymatics Gems Vol 1 - Armed N Dangerous - 129 BPM G Min,,,,False
Cymatics_Gems_Vol_1_Trap_Melodies/Cymatics Gems Vol 1 - Benz - 140 BPM C Min.wav,Cymatics Gems Vol 1 - Benz - 140 BPM C Min,,,,False
Cymatics_Gems_Vol_1_Trap_Melodies/Cymatics Gems Vol 1 - Castles - 140 BPM A Min .wav,Cymatics Gems Vol 1 - Castles - 140 BPM A Min ,,,,False
Cymatics_Gems_Vol_1_Trap_Melodies/Cymatics Gems Vol 1 - Detonate - 110 BPM F# Min.wav,Cymatics Gems Vol 1 - Detonate - 110 BPM F# Min,,,,False
Cymatics_Gems_Vol_1_Trap_Melodies/Cymatics Gems Vol 1 - Double Up - 140 BPM G# Min.wav,Cymatics Gems Vol 1 - Double Up - 140 BPM G# Min,,,,False
Cymatics_Gems_Vol_1_Trap_Melodies/Cymatics Gems Vol 1 - Drop Top - 152 BPM F# Min.wav,Cymatics Gems Vol 1 - Drop Top - 152 BPM F# Min,,,,False
Cymatics_Gems_Vol_1_Trap_Melodies/Cymatics Gems Vol 1 - Echo Chamber - 88 BPM A# Min.wav,Cymatics Gems Vol 1 - Echo Chamber - 88 BPM A# Min,,,,False
Cymatics_Gems_Vol_1_Trap_Melodies/Cymatics Gems Vol 1 - Godfather - 135 BPM E Min.wav,Cymatics Gems Vol 1 - Godfather - 135 BPM E Min,,,,False
Cymatics_Gems_Vol_1_Trap_Melodies/Cymatics Gems Vol 1 - Grinch - 135 BPM F# Min.wav,Cymatics Gems Vol 1 - Grinch - 135 BPM F# Min,,,,False
Cymatics_Gems_Vol_1_Trap_Melodies/Cymatics Gems Vol 1 - Haunted - 140 BPM G Min.wav,Cymatics Gems Vol 1 - Haunted - 140 BPM G Min,,,,False
Cymatics_Gems_Vol_1_Trap_Melodies/Cymatics Gems Vol 1 - In The Trunk - 140 BPM F# Min.wav,Cymatics Gems Vol 1 - In The Trunk - 140 BPM F# Min,,,,False
Cymatics_Gems_Vol_1_Trap_Melodies/Cymatics Gems Vol 1 - Monster - 80 BPM C Min.wav,Cymatics Gems Vol 1 - Monster - 80 BPM C Min,,,,False
Cymatics_Gems_Vol_1_Trap_Melodies/Cymatics Gems Vol 1 - Nightmares - 130 BPM A Min.wav,Cymatics Gems Vol 1 - Nightmares - 130 BPM A Min,,,,False
Cymatics_Gems_Vol_1_Trap_Melodies/Cymatics Gems Vol 1 - Outside - 130 BPM D Min.wav,Cymatics Gems Vol 1 - Outside - 130 BPM D Min,,,,False
Cymatics_Gems_Vol_1_Trap_Melodies/Cymatics Gems Vol 1 - Purple Dreams - 126 A Min.wav,Cymatics Gems Vol 1 - Purple Dreams - 126 A Min,,,,False
Cymatics_Gems_Vol_1_Trap_Melodies/Cymatics Gems Vol 1 - Ride or Die - 150 BPM D# Min.wav,Cymatics Gems Vol 1 - Ride or Die - 150 BPM D# Min,,,,False
Cymatics_Gems_Vol_1_Trap_Melodies/Cymatics Gems Vol 1 - Smoke In My Lungs - 152 BPM B Min.wav,Cymatics Gems Vol 1 - Smoke In My Lungs - 152 BPM B Min,,,,False
Cymatics_Gems_Vol_1_Trap_Melodies/Cymatics Gems Vol 1 - Tonic - 120 BPM B Min.wav,Cymatics Gems Vol 1 - Tonic - 120 BPM B Min,,,,False
Cymatics_Gems_Vol_1_Trap_Melodies/Cymatics Gems Vol 1 - Warzone - 130 BPM C Min.wav,Cymatics Gems Vol 1 - Warzone - 130 BPM C Min,,,,False
